ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Lineage_0,Lineage_1,Lineage_2,Lineage_3,Lineage_4,Lineage_5,Isolate,WALS_Area,Autotyp,Country,Ancient,Papuan,Altitude,Eastness,Ethnologue_Ethnic_Population,Adjusted_Population,Social_Region
3335,Weirate,Papunesia,-2.95,136.252,taus1252,tad,Lakes Plains,Eastern,,,,,false,Australia-New Guinea,North New Guinea,ID,false,true,40.0,156.252,299,299,Aust_NG_Mel
3336,Weri,Papunesia,-7.75,147.0,weri1253,wer,Trans New Guinea,Goilala,,,,,false,Australia-New Guinea,South New Guinea,PG,false,true,0.0,167.0,4160,4160,Aust_NG_Mel
3337,West Tarangan,Papunesia,-6.5,134.17,west2538,txn,Austronesian,Malayo-Polynesian,Southeast Maluku,,,,false,SE Asia & Oceania,Pacific,ID,false,false,0.0,154.17,6480,6480,SEAsiaInsularPacific
3338,Fijian_Western ,Papunesia,-17.17,177.33,west2519,wyy,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,Pacific,FJ,false,false,0.0,197.33,57000,57000,Aust_NG_Mel
3339,Wetan,Papunesia,-8.0,129.5,luan1263,lex,Austronesian,Malayo-Polynesian,Southeast Maluku,,,,false,SE Asia & Oceania,Pacific,ID,false,false,0.0,149.5,18000,18000,SEAsiaInsularPacific
3340,Weyewa,Papunesia,-9.58,119.33,weje1237,wew,Austronesian,Malayo-Polynesian,Flores-Sawu-Sumba,Sumba,,,false,SE Asia & Oceania,Pacific,ID,false,false,0.0,139.33,65000,65000,SEAsiaInsularPacific
3341,Whitesands,Papunesia,-19.42,169.5,whit1269,tnp,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,Pacific,VU,false,false,0.0,189.5,7500,7500,Aust_NG_Mel
3342,Wiru,Papunesia,-6.42,144.25,wiru1244,wiu,Trans New Guinea,Wiru,,,,,false,Australia-New Guinea,New Guinea Highlands,PG,false,true,1440.0,164.25,15300,15300,Aust_NG_Mel
3343,Padam,Eurasia,28.68,94.98,bori1243,adi,Tibeto-Burman,Tani,,,,,false,SE Asia & Oceania,South Asia,IN,false,false,450.0,114.98,9999,9999,MiddleOldWorld
3344,Wogeo,Papunesia,-3.08,144.13,woge1237,woc,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,North New Guinea,PG,false,false,0.0,164.13,1620,1620,Aust_NG_Mel
3345,Wolani,Papunesia,-3.42,136.75,wola1243,wod,Trans New Guinea,Wissel Lakes,,,,,false,Australia-New Guinea,New Guinea Highlands,ID,false,true,1140.0,156.75,5000,5000,Aust_NG_Mel
3346,Wom,Papunesia,-3.58,142.92,womp1235,wmo,Torricelli,Kombio-Arapesh,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,200.0,162.92,4260,4260,Aust_NG_Mel
3347,Wusi,Papunesia,-15.42,166.67,wusi1237,wsi,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,Pacific,VU,false,false,0.0,186.67,300,300,Aust_NG_Mel
3348,Xârâcùù,Papunesia,-21.67,165.83,xara1244,ane,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,Pacific,NC,false,false,0.0,185.83,3780,3780,Aust_NG_Mel
3349,Xaragure,Papunesia,-21.67,166.25,xara1243,axx,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,Pacific,NC,false,false,0.0,186.25,570,570,Aust_NG_Mel
3350,Yabi,Papunesia,-3.728,135.766,ekar1243,ekg,Trans New Guinea,Wissel Lakes,,,,,false,Australia-New Guinea,New Guinea Highlands,ID,false,true,780.0,155.766,999,999,Aust_NG_Mel
3351,Yagwoia,Papunesia,-7.17,145.83,yagw1240,ygw,Trans New Guinea,Angan,,,,,false,Australia-New Guinea,New Guinea Highlands,PG,false,true,0.0,165.83,10000,10000,Aust_NG_Mel
3352,Yahadian,Papunesia,-1.92,132.0,yaha1248,ner,Trans New Guinea,South Birds Head,,,,,false,Australia-New Guinea,North New Guinea,ID,false,true,0.0,152.0,500,500,Aust_NG_Mel
3353,Yakan,Papunesia,7.0,122.0,yaka1277,yka,Austronesian,Malayo-Polynesian,Barito,,,,false,SE Asia & Oceania,Pacific,PH,false,false,0.0,142.0,107000,107000,SEAsiaInsularPacific
3354,Yaknge,Papunesia,-6.48,147.31,buru1306,bmu,Trans New Guinea,Finisterre-Huon,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,1440.0,167.31,8250,8250,Aust_NG_Mel
3355,Yamdena,Papunesia,-7.75,131.42,yamd1240,jmd,Austronesian,Malayo-Polynesian,Southeast Maluku,,,,false,SE Asia & Oceania,Pacific,ID,false,false,0.0,151.42,25000,37500,SEAsiaInsularPacific
3356,Yami,Papunesia,22.0,121.5,yami1254,tao,Austronesian,Malayo-Polynesian,Bashiic,,,,false,SE Asia & Oceania,Southeast Asia,TW,false,false,0.0,141.5,3380,3380,SEAsiaInsularPacific
3357,Yaweyuha,Papunesia,-6.13,145.387,yawe1241,yby,Trans New Guinea,Gorokan,,,,,false,Australia-New Guinea,New Guinea Highlands,PG,false,true,1440.0,165.387,2000,2000,Aust_NG_Mel
3358,Yekora,Papunesia,-7.83,147.5,yeko1240,ykr,Trans New Guinea,Binanderean,,,,,false,Australia-New Guinea,South New Guinea,PG,false,true,0.0,167.5,1000,1000,Aust_NG_Mel
3359,Yelogu,Papunesia,-4.08,142.83,yelo1243,ylg,Sepik,Ndu,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,40.0,162.83,160,160,Aust_NG_Mel
3360,Yil,Papunesia,-3.495,142.201,yill1241,yll,Torricelli,Wapei,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,800.0,162.201,2470,2470,Aust_NG_Mel
3361,Yoba,Papunesia,-10.17,149.25,yoba1237,yob,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,South New Guinea,PG,false,false,60.0,169.25,0,299,Aust_NG_Mel
3362,Yogad,Papunesia,16.704,121.712,yoga1237,yog,Austronesian,Malayo-Polynesian,Philippines,North Luzon,,,false,SE Asia & Oceania,Pacific,PH,false,false,60.0,141.712,16000,16000,SEAsiaInsularPacific
3363,Yoke,Papunesia,-1.75,138.0,yoke1238,yki,Yoke,,,,,,true,Australia-New Guinea,North New Guinea,ID,false,true,0.0,158.0,200,200,Aust_NG_Mel
3364,Yonggom,Papunesia,-6.33,141.17,yong1280,yon,Trans New Guinea,Ok,,,,,false,Australia-New Guinea,New Guinea Highlands,ID,false,true,60.0,161.17,4000,4000,Aust_NG_Mel
3365,Yu We,Papunesia,-6.5,145.58,nort2921,whg,Trans New Guinea,Chimbu,,,,,false,Australia-New Guinea,New Guinea Highlands,PG,false,true,0.0,165.58,47000,47000,Aust_NG_Mel
3366,Yuanga,Papunesia,-20.58,164.5,yuag1237,nua,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,Pacific,NC,false,false,0.0,184.5,1990,1990,Aust_NG_Mel
3367,Yupna,Papunesia,-6.0,146.67,yopn1238,yut,Trans New Guinea,Finisterre-Huon,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,0.0,166.67,7200,7200,Aust_NG_Mel
3368,Zabana,Papunesia,-7.58,158.5,zaba1237,kji,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,Pacific,SB,false,false,0.0,178.5,3360,3360,Aust_NG_Mel
3369,Zazao,Papunesia,-8.2,159.25,zaza1245,jaj,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,Pacific,SB,false,false,0.0,179.25,10,10,Aust_NG_Mel
3370,Zia,Papunesia,-8.0,147.58,ziaa1250,zia,Trans New Guinea,Binanderean,,,,,false,Australia-New Guinea,South New Guinea,PG,false,true,0.0,167.58,3940,3940,Aust_NG_Mel
3371,Manat,Papunesia,-4.9,144.8,payn1244,pmr,Trans New Guinea,Madang,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,40.0,164.8,150,299,Aust_NG_Mel
3372,Aisi,Papunesia,-5.35,145.15,musa1266,mmq,Trans New Guinea,Madang,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,100.0,165.15,360,360,Aust_NG_Mel
3373,Apali,Papunesia,-5.088,145.017,apal1256,ena,Trans New Guinea,Madang,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,100.0,165.017,980,980,Aust_NG_Mel
3374,Kulsab,Papunesia,-5.5,145.3,fait1240,faj,Trans New Guinea,Madang,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,120.0,165.3,50,499,Aust_NG_Mel
3375,Mum,Papunesia,-4.813,145.12,mumm1238,kqa,Trans New Guinea,Madang,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,120.0,165.12,3290,3290,Aust_NG_Mel
3376,Sirva,Papunesia,-5.0,145.0,sile1255,sbq,Trans New Guinea,Madang,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,80.0,165.0,0,299,Aust_NG_Mel
3377,Alekano,Papunesia,-6.0,145.4,alek1238,gah,Trans New Guinea,Gorokan,,,,,false,Australia-New Guinea,New Guinea Highlands,PG,false,true,1900.0,165.4,25000,25000,Aust_NG_Mel
3378,Baining,Papunesia,-4.6,152.0,mali1284,gcc,Baining,,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,0.0,172.0,6350,6350,Aust_NG_Mel
3379,Bamu,Papunesia,-8.0,143.833,bamu1257,bcf,Trans New Guinea,Kiwaian,,,,,false,Australia-New Guinea,South New Guinea,PG,false,true,0.0,163.833,6310,6310,Aust_NG_Mel
3380,Puiron,,,,,xxx,,,,,,,,,,,,,,,6310,6310,Aust_NG_Mel
3381,Rengma,Eurasia,25.4,93.5,nort2725,nnl,Tibeto-Burman,Kuki-Chin-Naga,Naga,Angami,,,false,SE Asia & Oceania,Southeast Asia,IN,false,false,1000.0,113.5,13000,13000,MiddleOldWorld
3382,Dia,Papunesia,-3.476,142.413,diaa1238,dia,Torricelli,Wapei,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,500.0,162.413,1840,1840,Aust_NG_Mel
3383,Iamalele,Papunesia,-9.38,150.588,iama1237,yml,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,Australia-New Guinea,South New Guinea,PG,false,false,0.0,170.588,2800,2800,Aust_NG_Mel
3384,Akoye,Papunesia,-7.645,145.65,akoy1238,miw,Trans New Guinea,Angan,,,,,false,Australia-New Guinea,South New Guinea,PG,false,true,100.0,165.65,800,800,Aust_NG_Mel
3385,Arammba,Papunesia,-8.25,141.5,aram1253,stk,South New Guinea,,,,,,false,Australia-New Guinea,South New Guinea,PG,false,true,40.0,161.5,970,970,Aust_NG_Mel
3386,Awara,Papunesia,-6.094,146.441,awar1248,awx,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,Australia-New Guinea,North New Guinea,PG,false,false,1620.0,166.441,1870,1870,Aust_NG_Mel
3387,Finongan,Papunesia,-6.351,146.606,fino1238,fag,Trans New Guinea,Finisterre-Huon,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,1220.0,166.606,1300,1300,Aust_NG_Mel
3388,Foia Foia,Papunesia,-7.717,143.165,foia1236,ffi,Trans New Guinea,Inland Gulf,,,,,false,Australia-New Guinea,South New Guinea,PG,false,true,20.0,163.165,180,180,Aust_NG_Mel
3389,Hoyahoya,Papunesia,-7.797,143.27,hoya1235,hhy,Trans New Guinea,Inland Gulf,,,,,false,Australia-New Guinea,South New Guinea,PG,false,true,10.0,163.27,95,95,Aust_NG_Mel
3390,Iyo,Papunesia,-5.807,146.143,iyoo1238,nca,Trans New Guinea,Finisterre-Huon,,,,,false,Australia-New Guinea,North New Guinea,PG,false,true,2780.0,166.143,6900,6900,Aust_NG_Mel
3391,Awing,Africa,5.88,10.24,awin1248,azo,Niger-Kongo,Bantoid,Southern,Wide Grassfields,Narrow Grassfields,Mbam-Nkam,false,Africa,West Africa,CM,false,false,1800.0,30.24,19000,19000,Africa_SubSaharan
3392,Bakoko,Africa,4.2,9.67,bako1249,bkh,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Northwest,A,false,Africa,West Africa,CM,false,false,0.0,29.67,50000,50000,Africa_SubSaharan
3393,Bana,Africa,10.42,13.58,bana1305,bcw,Afro-Asiatic,Chadic,,,,,false,Africa,West Africa,CM,false,false,920.0,33.58,23000,23000,Africa_SubSaharan
3394,Bangolan,Africa,6.05,10.45,bang1356,bgj,Niger-Kongo,Bantoid,Southern,Wide Grassfields,Narrow Grassfields,Mbam-Nkam,false,Africa,West Africa,CM,false,false,1180.0,30.45,13500,13500,Africa_SubSaharan
3395,Buwal,Africa,10.5,13.86,buwa1243,bhs,Afro-Asiatic,Chadic,,,,,false,Africa,West Africa,CM,false,false,540.0,33.86,7000,7000,Africa_SubSaharan
3396,Cuvok,Africa,10.7,14.0,cuvo1236,cuv,Afro-Asiatic,Chadic,,,,,false,Africa,West Africa,CM,false,false,600.0,34.0,5000,5000,Africa_SubSaharan
3397,Rongmei,Eurasia,25.35,93.8,rong1266,nbu,Tibeto-Burman,Kuki-Chin-Naga,Naga,Zeme,,,false,SE Asia & Oceania,Southeast Asia,IN,false,false,1400.0,113.8,59000,59000,MiddleOldWorld
3398,Hdi,Africa,11.87,13.72,hdii1240,xed,Afro-Asiatic,Chadic,,,,,false,Africa,West Africa,CM,false,false,300.0,33.72,25000,25000,Africa_SubSaharan
3399,Kemezung,Africa,10.5,14.0,keme1240,dmo,Niger-Kongo,Bantoid,Southern,Beboid,,,false,Africa,West Africa,CM,false,false,520.0,34.0,4500,4500,Africa_SubSaharan
3400,Kenyang,Africa,5.67,9.5,keny1279,ken,Niger-Kongo,Bantoid,Southern,Mamfe,,,false,Africa,West Africa,CM,false,false,140.0,29.5,65000,65000,Africa_SubSaharan
3401,Kom,Africa,6.25,10.33,komc1235,bkm,Niger-Kongo,Bantoid,Southern,Wide Grassfields,Narrow Grassfields,Ring,false,Africa,West Africa,CM,false,false,1400.0,30.33,233000,233000,Africa_SubSaharan
3402,Kuo,Africa,8.0,15.5,kuoo1238,xuo,Niger-Kongo,Adamawa-Ubangi,Adamawa,,,,false,Africa,West Africa,CM,false,false,460.0,35.5,2980,2980,Africa_SubSaharan
3403,Lagwan,Africa,11.75,14.83,lagw1237,kot,Afro-Asiatic,Chadic,,,,,false,Africa,West Africa,CM,false,false,300.0,34.83,1500,1500,Africa_SubSaharan
3404,Limbum,Africa,6.5,10.7,limb1268,lmp,Niger-Kongo,Bantoid,Southern,Wide Grassfields,Narrow Grassfields,Mbam-Nkam,false,Africa,West Africa,CM,false,false,1480.0,30.7,73000,73000,Africa_SubSaharan
3405,Mbuko,Africa,10.75,14.2,mbuk1243,mqb,Afro-Asiatic,Chadic,,,,,false,Africa,West Africa,CM,false,false,480.0,34.2,13000,13000,Africa_SubSaharan
3406,Mmen,Africa,6.5,10.2,mmen1238,bfm,Niger-Kongo,Bantoid,Southern,Wide Grassfields,Narrow Grassfields,Ring,false,Africa,West Africa,CM,false,false,1140.0,30.2,35000,35000,Africa_SubSaharan
3407,Moloko,Africa,10.75,14.3,molo1266,mlw,Afro-Asiatic,Chadic,,,,,false,Africa,West Africa,CM,false,false,420.0,34.3,8500,8500,Africa_SubSaharan
3408,Muyang,Africa,10.8,14.25,muya1243,muy,Afro-Asiatic,Chadic,,,,,false,Africa,West Africa,CM,false,false,440.0,34.25,30000,30000,Africa_SubSaharan
3409,Ngiemboon,Africa,5.55,10.13,ngie1241,nnh,Niger-Kongo,Bantoid,Southern,Wide Grassfields,Narrow Grassfields,Mbam-Nkam,false,Africa,West Africa,CM,false,false,1660.0,30.13,250000,250000,Africa_SubSaharan
3410,Ngomba,Africa,5.6,10.27,ngom1272,jgo,Niger-Kongo,Bantoid,Southern,Wide Grassfields,Narrow Grassfields,Mbam-Nkam,false,Africa,West Africa,CM,false,false,1340.0,30.27,63000,63000,Africa_SubSaharan
3411,Oku,Africa,6.3,10.5,okuu1243,oku,Niger-Kongo,Bantoid,Southern,Wide Grassfields,Narrow Grassfields,Ring,false,Africa,West Africa,CM,false,false,1280.0,30.5,40000,40000,Africa_SubSaharan
3412,Weh,Africa,6.55,10.13,wehh1238,weh,Niger-Kongo,Bantoid,Southern,Wide Grassfields,Narrow Grassfields,Ring,false,Africa,West Africa,CM,false,false,1220.0,30.13,6900,6900,Africa_SubSaharan
3413,Akosse,Africa,5.0,9.7,akoo1248,bss,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Northwest,A,false,Africa,West Africa,CM,false,false,40.0,29.7,100000,100000,Africa_SubSaharan
3414,Mungong,Africa,6.527,10.667,ncan1245,ncr,Niger-Kongo,Bantoid,Southern,Beboid,,,false,Africa,West Africa,CM,false,false,980.0,30.667,15500,15500,Africa_SubSaharan
3415,Makaa,Africa,4.0,13.0,maka1304,mcp,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Northwest,A,false,Africa,West Africa,CM,false,false,660.0,33.0,80000,80000,Africa_SubSaharan
3416,Yemba,Africa,5.4,10.0,yemb1246,ybb,Niger-Kongo,Bantoid,Southern,Wide Grassfields,Narrow Grassfields,Mbam-Nkam,false,Africa,West Africa,CM,false,false,1420.0,30.0,300000,300000,Africa_SubSaharan
3417,Nyokon,Africa,4.95,10.75,tune1241,baz,Niger-Kongo,Bantoid,Southern,Mbam,,,false,Africa,West Africa,CM,false,false,820.0,30.75,35300,35300,Africa_SubSaharan
3418,Nomaande,Africa,4.5,10.85,noma1260,lem,Niger-Kongo,Bantoid,Southern,Mbam,,,false,Africa,West Africa,CM,false,false,720.0,30.85,6000,6000,Africa_SubSaharan
3419,Pinyin,Africa,5.8,10.05,piny1238,pny,Niger-Kongo,Bantoid,Southern,Wide Grassfields,Narrow Grassfields,Mbam-Nkam,false,Africa,West Africa,CM,false,false,1980.0,30.05,24600,24600,Africa_SubSaharan
3420,Asurini,South America,-3.3,-49.3,xing1248,asn,Tupi,Tupi-Guarani,Kayabi,,,,false,South America,Amazon,BR,false,false,80.0,330.7,110,299,Americas_East
3421,Bori,Eurasia,28.2,94.6,bori1243,adi,Tibeto-Burman,Tani,,,,,false,Eurasia,South Asia,IN,false,false,850.0,114.6,1852,1852,MiddleOldWorld
3422,Digaru Mishmi,Eurasia,28.2,96.2,diga1241,mhu,Tibeto-Burman,Tani,,,,,false,Eurasia,South Asia,IN,false,false,355.0,116.2,9470,9470,MiddleOldWorld
3423,Karko,Eurasia,28.0,94.75,kark1255,adi,Tibeto-Burman,Tani,,,,,false,Eurasia,South Asia,IN,false,false,1670.0,114.75,1795,1795,MiddleOldWorld
3424,Pailibo,Eurasia,28.7,94.3,bori1243,adi,Tibeto-Burman,Tani,,,,,false,Eurasia,South Asia,IN,false,false,1800.0,114.3,1200,1200,MiddleOldWorld
3425,Ramo,Eurasia,28.8,94.2,bori1243,adi,Tibeto-Burman,Tani,,,,,false,Eurasia,South Asia,IN,false,false,1850.0,114.2,600,600,MiddleOldWorld
3426,Taraon,Eurasia,28.2,96.25,tara1313,tro,Tibeto-Burman,Tani,,,,,false,Eurasia,South Asia,IN,false,false,600.0,116.25,870,870,MiddleOldWorld
3427,Tangam,Eurasia,29.0,95.2,bori1243,adi,Tibeto-Burman,Tani,,,,,false,Eurasia,South Asia,IN,false,false,1800.0,115.2,9999,9999,MiddleOldWorld
3428,Bobot,Papunesia,-3.33,130.17,bobo1254,bty,Austronesian,Malayo-Polynesian,Central Maluku,,,,false,SE Asia & Oceania,Pacific,ID,false,false,203.0,150.17,4500,4500,SEAsiaInsularPacific
3429,Geser,Papunesia,-4.0,131.0,gese1240,ges,Austronesian,Malayo-Polynesian,Central Maluku,,,,false,SE Asia & Oceania,Pacific,ID,false,false,0.0,151.0,36500,36500,SEAsiaInsularPacific
3430,Matbat,Papunesia,-2.0,130.33,matb1237,xmt,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,South Halmahera-West New Guinea,,,false,SE Asia & Oceania,Pacific,ID,false,false,0.0,150.33,1250,1250,Aust_NG_Mel
3431,Moi,Papunesia,-1.0,131.5,moii1235,mxn,West Papuan,Birds Head,West,,,,false,Australia-New Guinea,North New Guinea,ID,false,true,107.0,151.5,4600,4600,Aust_NG_Mel
3432,White_Hmong,Eurasia,26.8,104.8,hmon1333,mww,Hmong-Mien,Hmongic,,,,,false,Eurasia,Southeast Asia,LA,false,false,2000.0,124.8,613400,613400,MiddleOldWorld
3433,Palawan,Papunesia,9.5,118.5,cent2091,plc,Austronesian,Malayo-Polynesian,Philippines,Greater Central Phillipines,,,false,SE Asia & Oceania,Pacific,PH,false,false,0.0,138.5,14400,14400,SEAsiaInsularPacific
3434,Nah,Eurasia,28.4,93.725,naaa1245,nbt,Tibeto-Burman,Tani,,,,,false,SE Asia & Oceania,South Asia,IN,false,false,725.0,113.725,1500,1500,MiddleOldWorld
3435,Achi,North America,15.25,-90.5,achi1256,acr,Mayan,Quiche-Mam,Quichean,,,,false,North America,Central America,GT,false,false,1000.0,289.5,85600,85600,Americas_CentralExtend
3436,Aguatec,North America,15.4,-91.4,agua1252,agu,Mayan,Quiche-Mam,Mam,,,,false,North America,Central America,GT,false,false,3080.0,288.6,18000,18000,Americas_CentralExtend
3437,Aikaná,South America,-12.1,-60.6,aika1237,tba,Aikaná,,,,,,true,South America,Amazon,BR,false,false,280.0,319.4,180,180,Americas_East
3438,Aleut_Atkan,North America,52.0,-174.0,aleu1260,ale,Eskimo-Aleut,Aleut,,,,,false,North America,North Pacific,US,false,false,0.0,206.0,300,300,NthEurasia_Circumpolar
3439,Aleut_Attuan,North America,52.85,173.0,aleu1260,ale,Eskimo-Aleut,Aleut,,,,,false,North America,North Pacific,US,false,false,0.0,553.0,300,300,NthEurasia_Circumpolar
3440,Aleut_Eastern,North America,54.75,-164.0,aleu1260,ale,Eskimo-Aleut,Aleut,,,,,false,North America,North Pacific,US,false,false,0.0,216.0,300,300,NthEurasia_Circumpolar
3441,Algonquin,North America,46.0,-82.0,algo1255,alq,Algic,Algonquian,,,,,false,North America,Eastern North America,CA,false,false,200.0,298.0,2430,5000,Americas_North_West
3442,Allentiac,South America,-32.0,-66.0,,qbt,Allentiac,,,,,,true,South America,Patagonia,AR,false,false,380.0,314.0,0,299,America_South_Southern
3443,Baniwa_Rio Negro,South America,0.053,-67.43,bani1255,bwi,Arawak,North,,,,,false,South America,Amazon,BR,false,false,80.0,312.57,0,299,Americas_East
3444,Amuzgo_San Pedro,North America,16.85,-98.0,sanp1260,azg,Otomanguean,Amuzgo,,,,,false,North America,Central America,MX,false,false,140.0,282.0,4000,4000,Americas_CentralExtend
3445,Amuzgo_Huixtepec,North America,16.5,-98.1,guer1243,amu,Otomanguean,Amuzgo,,,,,false,North America,Central America,MX,false,false,140.0,281.9,23000,23000,Americas_CentralExtend
3446,Araucanian,South America,-43.0,-73.5,mapu1245,arn,Araucanian,,,,,,true,South America,Andes,CL,false,false,0.0,306.5,300000,300000,America_South_Southern
3447,Arikapu,South America,-13.0,-62.5,arik1265,ark,Macro-Je,Jabutí,,,,,false,South America,Amazon,BR,false,false,160.0,317.5,6,299,Americas_East
3448,Arikara,North America,40.0,-97.0,arik1262,ari,Caddoan,,,,,,false,North America,Western North America,US,false,false,400.0,283.0,20,94,Americas_East
3449,Ashuslay,South America,-23.5,-60.5,niva1238,cag,Matacoan,Nivacle,,,,,false,South America,Patagonia,PY,false,false,140.0,319.5,13900,13900,Americas_East
3450,Assiniboine,North America,49.0,-100.0,assi1247,asb,Siouan,Mississippi,,,,,false,North America,Western North America,CA,false,false,700.0,280.0,250,5000,Americas_North_West
3451,Atikamekw,North America,48.0,-74.0,atik1240,atj,Algic,Algonquian,,,,,false,North America,Eastern North America,CA,false,false,480.0,306.0,5000,5000,Americas_North_West
3452,Bare,South America,1.6,-66.8,bare1276,bae,Arawak,North,,,,,false,South America,Amazon,VE,false,false,100.0,313.2,3,200,Americas_East
3453,Awetí,South America,-12.926,-54.277,awet1244,awe,Tupi,,,,,,false,South America,Amazon,BR,false,false,360.0,325.723,140,140,Americas_East
3454,Axininca,South America,-9.0,-75.0,ajyi1238,cpc,Arawak,,,,,,false,South America,Amazon,PE,false,false,220.0,305.0,4000,4000,Americas_East
3455,Quechua_Ayacucho,South America,-13.15,-74.25,ayac1239,quy,Quechuan,,,,,,false,South America,Andes,PE,false,false,2740.0,305.75,900000,900000,Americas_CentralExtend
3456,Babine-Witsuwit'en,North America,55.0,-127.0,babi1235,bcr,Dene-Yeniseic,Na-Dene,Athapaskan,Northern Athapaskan,Central British Columbia,,false,North America,Pacific Northwest,CA,false,false,1380.0,253.0,500,2200,Americas_North_NorthwestCoast
3457,Bará,South America,0.1,-70.45,waim1255,bao,Panoan,,,,,,false,South America,Amazon,CO,false,false,180.0,309.55,700,700,Americas_East
3458,Bora,South America,-2.25,-71.75,bora1263,boa,Witoto,Bora-Muinane,,,,,false,South America,Amazon,PE,false,false,100.0,308.25,3390,3390,Americas_East
3459,Callahuaya,South America,-15.0,-69.0,call1235,caw,Puquina,,,,,,true,South America,Andes,BO,false,false,4960.0,311.0,15,299,Americas_CentralExtend
3460,Carrier,North America,53.5,-125.0,carr1249,crx,Dene-Yeniseic,Na-Dene,Athapaskan,Northern Athapaskan,Central British Columbia,,false,North America,Pacific Northwest,CA,false,false,880.0,255.0,2060,2100,Americas_North_NorthwestCoast
3461,Cashinahua,South America,-10.5,-71.75,cash1254,cbs,Panoan,Main,Tristate,,,,false,South America,Amazon,PE,false,false,360.0,308.25,2000,5000,Americas_East
3462,Cavineña,South America,-12.25,-67.5,cavi1250,cav,Tacanan,Araona-Tacana,Cavineña-Tacana,,,,false,South America,Amazon,BO,false,false,200.0,312.5,1180,1736,Americas_East
3463,Cayuga,North America,42.75,-76.75,cayu1261,cay,Iroquoian,Northern,,,,,false,North America,Eastern North America,US,false,false,160.0,303.25,60,3000,Americas_North_West
3464,Nisenan_Central Hill ,North America,39.5,-120.75,nise1244,nsz,Maiduan,,,,,,false,North America,California,US,false,false,1740.0,259.25,1,299,Americas_North_West
3465,Cha'palaachi ,South America,0.838,-78.877,chac1249,cbi,Barbacoan,Southern,,,,,false,South America,Andes,EC,false,false,100.0,301.123,9500,9500,Americas_CentralExtend
3466,Chama,South America,-11.33,-66.25,esee1248,ese,Tacanan,Ese'ejja,,,,,false,South America,Amazon,BO,false,false,140.0,313.75,1770,1770,Americas_East
3467,Chaplino,Eurasia,65.0,-173.0,cent2128,ess,Eskimo-Aleut,Inuit,,,,,false,North America,Pacific Northwest,RU,false,false,0.0,207.0,1130,2400,NthEurasia_Circumpolar
3468,Chaplino_Alaska,North America,63.5,-170.5,cent2128,ess,Eskimo-Aleut,Inuit,,,,,false,North America,Pacific Northwest,US,false,false,0.0,209.5,830,1050,NthEurasia_Circumpolar
3469,Chatino_Yaitepec,North America,16.5,-97.25,west2644,ctp,Otomanguean,Zapotecan,,,,,false,North America,Central America,MX,false,false,880.0,282.75,15000,15000,Americas_CentralExtend
3470,Chemakum,North America,48.08,-122.93,chim1310,xch,Chimakuan,,,,,,false,North America,Pacific Northwest,US,false,false,0.0,257.07,0,299,Americas_North_NorthwestCoast
3471,Cheyenne,North America,43.5,-104.0,chey1247,chy,Algic,Algonquian,,,,,false,North America,Western North America,US,false,false,1160.0,276.0,1720,2320,Americas_East
